,img_name,label,prediction,logits,probs,prob0,prob1,path
0,20230227TMX7316010203-002985pano_0000_000113_4.88232323337732_52.3687881996895_rec-1.jpg,0,1,[-0.87204665  0.99933803],[0.13338158 0.86661842],0.13338158477413764,0.8666184152258624,/content/drive/MyDrive/MASTERS/Thesis/Data/in_use/resnet/pano/gentrified/20230227TMX7316010203-002985pano_0000_000113_4.88232323337732_52.3687881996895_rec-1.jpg
1,20210317TMX7316010203-002044pano_0000_001722_4.88252193060891_52.3738913303668_rec-0.jpg,0,0,[ 0.58544755 -0.44877103],[0.73773294 0.26226706],0.7377329376648796,0.2622670623351204,/content/drive/MyDrive/MASTERS/Thesis/Data/in_use/resnet/pano/gentrified/20210317TMX7316010203-002044pano_0000_001722_4.88252193060891_52.3738913303668_rec-0.jpg
2,20210317TMX7316010203-002044pano_0000_000786_4.87982453461905_52.3707855424608_rec-1.jpg,0,0,[ 0.83201349 -0.62769032],[0.81148737 0.18851263],0.8114873680565539,0.18851263194344625,/content/drive/MyDrive/MASTERS/Thesis/Data/in_use/resnet/pano/gentrified/20210317TMX7316010203-002044pano_0000_000786_4.87982453461905_52.3707855424608_rec-1.jpg
3,20230227TMX7316010203-002985pano_0000_000113_4.88232323337732_52.3687881996895_rec-0.jpg,0,1,[-1.89468384  2.12819982],[0.01758645 0.98241355],0.017586449606835433,0.9824135503931645,/content/drive/MyDrive/MASTERS/Thesis/Data/in_use/resnet/pano/gentrified/20230227TMX7316010203-002985pano_0000_000113_4.88232323337732_52.3687881996895_rec-0.jpg
4,20220429TMX7316010203-002550pano_0000_000417_4.87885201173844_52.372183077419_rec-0.jpg,0,1,[0.02747789 0.11199471],[0.47888337 0.52111663],0.47888336531268433,0.5211166346873156,/content/drive/MyDrive/MASTERS/Thesis/Data/in_use/resnet/pano/gentrified/20220429TMX7316010203-002550pano_0000_000417_4.87885201173844_52.372183077419_rec-0.jpg
5,20190513TMX7316010203-001178pano_0001_003925_4.87927823106044_52.368665645911_rec-0.jpg,0,0,[ 0.11818276 -0.01501534],[0.53325038 0.46674962],0.5332503793851002,0.46674962061489983,/content/drive/MyDrive/MASTERS/Thesis/Data/in_use/resnet/pano/gentrified/20190513TMX7316010203-001178pano_0001_003925_4.87927823106044_52.368665645911_rec-0.jpg
6,20210317TMX7316010203-002044pano_0000_000129_4.8812280533843_52.3698784702293_rec-0.jpg,0,1,[-0.12805557  0.21165578],[0.41587959 0.58412041],0.41587959453097034,0.5841204054690297,/content/drive/MyDrive/MASTERS/Thesis/Data/in_use/resnet/pano/gentrified/20210317TMX7316010203-002044pano_0000_000129_4.8812280533843_52.3698784702293_rec-0.jpg
7,20210317TMX7316010203-002044pano_0000_000786_4.87982453461905_52.3707855424608_rec-0.jpg,0,0,[ 0.31081337 -0.2065091 ],[0.62652146 0.37347854],0.6265214564120946,0.3734785435879055,/content/drive/MyDrive/MASTERS/Thesis/Data/in_use/resnet/pano/gentrified/20210317TMX7316010203-002044pano_0000_000786_4.87982453461905_52.3707855424608_rec-0.jpg
8,20200424TMX7316010203-001672pano_0000_000363_4.88094965606805_52.3697877735967_rec-0.jpg,0,0,[ 2.45700884 -2.01628971],[0.98871909 0.01128091],0.9887190923347688,0.011280907665231262,/content/drive/MyDrive/MASTERS/Thesis/Data/in_use/resnet/pano/gentrified/20200424TMX7316010203-001672pano_0000_000363_4.88094965606805_52.3697877735967_rec-0.jpg
9,20230227TMX7316010203-002985pano_0000_000113_4.88232323337732_52.3687881996895_poly-0.jpg,0,1,[-0.9021073   1.12825048],[0.11605221 0.88394779],0.11605221468607149,0.8839477853139285,/content/drive/MyDrive/MASTERS/Thesis/Data/in_use/resnet/pano/gentrified/20230227TMX7316010203-002985pano_0000_000113_4.88232323337732_52.3687881996895_poly-0.jpg
10,20230220TMX7316010203-002979pano_0012_000010_4.881998727051_52.3688015257921_rec-0.jpg,0,1,[-0.72512507  0.90779084],[0.1634313 0.8365687],0.16343130168995385,0.8365686983100461,/content/drive/MyDrive/MASTERS/Thesis/Data/in_use/resnet/pano/gentrified/20230220TMX7316010203-002979pano_0012_000010_4.881998727051_52.3688015257921_rec-0.jpg
11,20230227TMX7316010203-002985pano_0000_000113_4.88232323337732_52.3687881996895_rec-4.jpg,0,0,[ 0.35851261 -0.06982455],[0.60547653 0.39452347],0.6054765287771956,0.3945234712228043,/content/drive/MyDrive/MASTERS/Thesis/Data/in_use/resnet/pano/gentrified/20230227TMX7316010203-002985pano_0000_000113_4.88232323337732_52.3687881996895_rec-4.jpg
12,20230227TMX7316010203-002985pano_0000_000113_4.88232323337732_52.3687881996895_rec-3.jpg,0,0,[ 0.50122404 -0.26736853],[0.68321636 0.31678364],0.6832163589440149,0.31678364105598505,/content/drive/MyDrive/MASTERS/Thesis/Data/in_use/resnet/pano/gentrified/20230227TMX7316010203-002985pano_0000_000113_4.88232323337732_52.3687881996895_rec-3.jpg
13,20230116TMX7316010203-002936pano_0015_000006_4.88017467318906_52.3695340490472_rec-1.jpg,0,1,[-0.69262081  0.77429497],[0.18741185 0.81258815],0.1874118519539526,0.8125881480460474,/content/drive/MyDrive/MASTERS/Thesis/Data/in_use/resnet/pano/gentrified/20230116TMX7316010203-002936pano_0015_000006_4.88017467318906_52.3695340490472_rec-1.jpg
14,20230227TMX7316010203-002985pano_0000_000113_4.88232323337732_52.3687881996895_rec-2.jpg,0,0,[ 0.8572017  -0.50772977],[0.79656002 0.20343998],0.7965600209418852,0.2034399790581149,/content/drive/MyDrive/MASTERS/Thesis/Data/in_use/resnet/pano/gentrified/20230227TMX7316010203-002985pano_0000_000113_4.88232323337732_52.3687881996895_rec-2.jpg
15,20230116TMX7316010203-002936pano_0015_000006_4.88017467318906_52.3695340490472_rec-0.jpg,0,1,[0.04063369 0.067634  ],[0.49325033 0.50674967],0.493250333037441,0.5067496669625591,/content/drive/MyDrive/MASTERS/Thesis/Data/in_use/resnet/pano/gentrified/20230116TMX7316010203-002936pano_0015_000006_4.88017467318906_52.3695340490472_rec-0.jpg
16,20230227TMX7316010203-002985pano_0000_000113_4.88232323337732_52.3687881996895_poly-1.jpg,0,1,[-1.49276376  1.66123676],[0.04093394 0.95906606],0.040933935613949965,0.95906606438605,/content/drive/MyDrive/MASTERS/Thesis/Data/in_use/resnet/pano/gentrified/20230227TMX7316010203-002985pano_0000_000113_4.88232323337732_52.3687881996895_poly-1.jpg
17,20190513TMX7316010203-001178pano_0001_003932_4.87906088527927_52.3689530556019_rec-0.jpg,0,0,[0.06069713 0.01842985],[0.51056525 0.48943475],0.5105652493776145,0.48943475062238545,/content/drive/MyDrive/MASTERS/Thesis/Data/in_use/resnet/pano/gentrified/20190513TMX7316010203-001178pano_0001_003932_4.87906088527927_52.3689530556019_rec-0.jpg
18,20230227TMX7316010203-002985pano_0000_000044_4.88262646290148_52.3719958289713_rec-1.jpg,0,1,[-0.66887587  0.74122167],[0.19621867 0.80378133],0.1962186722937472,0.8037813277062529,/content/drive/MyDrive/MASTERS/Thesis/Data/in_use/resnet/pano/gentrified/20230227TMX7316010203-002985pano_0000_000044_4.88262646290148_52.3719958289713_rec-1.jpg
19,20220622TMX7316010203-002619pano_0029_000096_4.87947455366341_52.3691446202892_rec-1.jpg,0,1,[-0.22859307  0.51223427],[0.32282325 0.67717675],0.3228232544578827,0.6771767455421174,/content/drive/MyDrive/MASTERS/Thesis/Data/in_use/resnet/pano/gentrified/20220622TMX7316010203-002619pano_0029_000096_4.87947455366341_52.3691446202892_rec-1.jpg
