,img_name,label,prediction,logits,probs,prob0,prob1,path
0,1442_rec-4.jpg,0,0,[ 0.74566466 -0.5221628 ],[0.78037062 0.21962938],0.7803706165622731,0.2196293834377269,/content/drive/MyDrive/MASTERS/Thesis/Data/in_use/resnet/SS/gentrified/1442_rec-4.jpg
1,1442_rec-3.jpg,0,0,[ 1.04579127 -0.63057715],[0.84242305 0.15757695],0.8424230503974642,0.1575769496025357,/content/drive/MyDrive/MASTERS/Thesis/Data/in_use/resnet/SS/gentrified/1442_rec-3.jpg
2,1442_rec-0.jpg,0,0,[ 0.54905212 -0.28820109],[0.6978864 0.3021136],0.6978863957227316,0.3021136042772683,/content/drive/MyDrive/MASTERS/Thesis/Data/in_use/resnet/SS/gentrified/1442_rec-0.jpg
3,1442_rec-2.jpg,0,0,[ 0.742746   -0.53311312],[0.78174408 0.21825592],0.7817440822454907,0.2182559177545092,/content/drive/MyDrive/MASTERS/Thesis/Data/in_use/resnet/SS/gentrified/1442_rec-2.jpg
4,1442_rec-1.jpg,0,0,[ 0.70997733 -0.39124104],[0.75048832 0.24951168],0.7504883223055113,0.2495116776944886,/content/drive/MyDrive/MASTERS/Thesis/Data/in_use/resnet/SS/gentrified/1442_rec-1.jpg
5,1442_rec-5.jpg,0,1,[-0.0941765   0.17384036],[0.43339402 0.56660598],0.433394017668304,0.566605982331696,/content/drive/MyDrive/MASTERS/Thesis/Data/in_use/resnet/SS/gentrified/1442_rec-5.jpg
6,1442_rec-6.jpg,0,1,[-0.37906238  0.46427312],[0.30083275 0.69916725],0.3008327525703411,0.6991672474296587,/content/drive/MyDrive/MASTERS/Thesis/Data/in_use/resnet/SS/gentrified/1442_rec-6.jpg
7,789_rec-2.jpg,0,1,[-0.19797178  0.30600026],[0.37660768 0.62339232],0.3766076800205744,0.6233923199794256,/content/drive/MyDrive/MASTERS/Thesis/Data/in_use/resnet/SS/gentrified/789_rec-2.jpg
8,789_rec-3.jpg,0,1,[-0.04161409  0.19109087],[0.44208487 0.55791513],0.4420848741952824,0.5579151258047175,/content/drive/MyDrive/MASTERS/Thesis/Data/in_use/resnet/SS/gentrified/789_rec-3.jpg
9,1654_rec-3.jpg,0,0,[ 2.46187973 -1.93737519],[0.98786263 0.01213737],0.9878626346932818,0.012137365306718,/content/drive/MyDrive/MASTERS/Thesis/Data/in_use/resnet/SS/gentrified/1654_rec-3.jpg
10,1654_rec-1.jpg,0,0,[ 0.3997243  -0.30998966],[0.67033795 0.32966205],0.6703379535942693,0.3296620464057307,/content/drive/MyDrive/MASTERS/Thesis/Data/in_use/resnet/SS/gentrified/1654_rec-1.jpg
11,1654_rec-0.jpg,0,0,[ 0.4057723  -0.14570665],[0.63447865 0.36552135],0.6344786510992348,0.3655213489007651,/content/drive/MyDrive/MASTERS/Thesis/Data/in_use/resnet/SS/gentrified/1654_rec-0.jpg
12,789_rec-5.jpg,0,1,[-0.38675302  0.44656202],[0.30294458 0.69705542],0.3029445780283797,0.6970554219716202,/content/drive/MyDrive/MASTERS/Thesis/Data/in_use/resnet/SS/gentrified/789_rec-5.jpg
13,789_rec-6.jpg,0,1,[-0.49341175  0.56660658],[0.25730595 0.74269405],0.2573059516708225,0.7426940483291774,/content/drive/MyDrive/MASTERS/Thesis/Data/in_use/resnet/SS/gentrified/789_rec-6.jpg
14,789_rec-4.jpg,0,1,[-0.21815613  0.35784152],[0.35985405 0.64014595],0.3598540532311842,0.6401459467688158,/content/drive/MyDrive/MASTERS/Thesis/Data/in_use/resnet/SS/gentrified/789_rec-4.jpg
15,1171_rec-1.jpg,0,0,[ 1.11062503 -0.84433401],[0.87598637 0.12401363],0.8759863680863329,0.124013631913667,/content/drive/MyDrive/MASTERS/Thesis/Data/in_use/resnet/SS/gentrified/1171_rec-1.jpg
16,1668_rec-0.jpg,0,0,[ 2.26569271 -1.71979547],[0.98175567 0.01824433],0.98175567097309,0.0182443290269099,/content/drive/MyDrive/MASTERS/Thesis/Data/in_use/resnet/SS/gentrified/1668_rec-0.jpg
17,1171_rec-0.jpg,0,0,[ 2.9614706  -2.39822292],[0.99531966 0.00468034],0.995319661547484,0.004680338452516,/content/drive/MyDrive/MASTERS/Thesis/Data/in_use/resnet/SS/gentrified/1171_rec-0.jpg
18,1912_rec-0.jpg,0,0,[ 1.1446209  -0.86977458],[0.88230024 0.11769976],0.882300244602994,0.1176997553970059,/content/drive/MyDrive/MASTERS/Thesis/Data/in_use/resnet/SS/gentrified/1912_rec-0.jpg
19,502_rec-2.jpg,0,0,[ 0.43533412 -0.26473156],[0.66820233 0.33179767],0.6682023324233095,0.3317976675766905,/content/drive/MyDrive/MASTERS/Thesis/Data/in_use/resnet/SS/gentrified/502_rec-2.jpg
20,502_rec-1.jpg,0,0,[ 0.58420306 -0.35157645],[0.71824635 0.28175365],0.7182463507004366,0.2817536492995633,/content/drive/MyDrive/MASTERS/Thesis/Data/in_use/resnet/SS/gentrified/502_rec-1.jpg
21,1654_rec-5.jpg,0,0,[ 0.97196525 -0.73769397],[0.84679208 0.15320792],0.8467920781223638,0.1532079218776361,/content/drive/MyDrive/MASTERS/Thesis/Data/in_use/resnet/SS/gentrified/1654_rec-5.jpg
22,1668_rec-1.jpg,0,0,[0.11090678 0.00748195],[0.52583318 0.47416682],0.5258331849159051,0.4741668150840949,/content/drive/MyDrive/MASTERS/Thesis/Data/in_use/resnet/SS/gentrified/1668_rec-1.jpg
23,1668_poly-0.jpg,0,0,[ 1.62181151 -1.25009012],[0.94643983 0.05356017],0.9464398263809458,0.053560173619054,/content/drive/MyDrive/MASTERS/Thesis/Data/in_use/resnet/SS/gentrified/1668_poly-0.jpg
24,502_rec-0.jpg,0,0,[ 0.6026215  -0.39867911],[0.73131422 0.26868578],0.7313142158709732,0.2686857841290268,/content/drive/MyDrive/MASTERS/Thesis/Data/in_use/resnet/SS/gentrified/502_rec-0.jpg
25,1270_rec-0.jpg,0,0,[ 0.72325158 -0.51335615],[0.77497299 0.22502701],0.7749729887268906,0.2250270112731094,/content/drive/MyDrive/MASTERS/Thesis/Data/in_use/resnet/SS/gentrified/1270_rec-0.jpg
26,1048_rec-0.jpg,0,0,[ 0.17650877 -0.04937667],[0.55623246 0.44376754],0.5562324614894532,0.4437675385105468,/content/drive/MyDrive/MASTERS/Thesis/Data/in_use/resnet/SS/gentrified/1048_rec-0.jpg
27,1894_rec-0.jpg,0,0,[ 0.53926033 -0.33986196],[0.7066403 0.2933597],0.7066403043910491,0.2933596956089508,/content/drive/MyDrive/MASTERS/Thesis/Data/in_use/resnet/SS/gentrified/1894_rec-0.jpg
28,1299_rec-0.jpg,0,0,[ 1.52506757 -1.15649939],[0.93593015 0.06406985],0.9359301500295848,0.064069849970415,/content/drive/MyDrive/MASTERS/Thesis/Data/in_use/resnet/SS/gentrified/1299_rec-0.jpg
29,1248_rec-1.jpg,0,0,[ 0.86954522 -0.62725431],[0.81709665 0.18290335],0.8170966519922651,0.1829033480077348,/content/drive/MyDrive/MASTERS/Thesis/Data/in_use/resnet/SS/gentrified/1248_rec-1.jpg
30,1248_rec-0.jpg,0,0,[ 2.35936427 -1.91407657],[0.98625772 0.01374228],0.986257724743608,0.0137422752563918,/content/drive/MyDrive/MASTERS/Thesis/Data/in_use/resnet/SS/gentrified/1248_rec-0.jpg
31,1557_rec-0.jpg,0,0,[ 0.67115873 -0.50892687],[0.76496319 0.23503681],0.7649631944186663,0.2350368055813337,/content/drive/MyDrive/MASTERS/Thesis/Data/in_use/resnet/SS/gentrified/1557_rec-0.jpg
32,1245_rec-1.jpg,0,0,[ 1.25975084 -1.01336646],[0.90662602 0.09337398],0.906626018714269,0.0933739812857309,/content/drive/MyDrive/MASTERS/Thesis/Data/in_use/resnet/SS/gentrified/1245_rec-1.jpg
33,1245_rec-0.jpg,0,0,[ 1.07029927 -0.87674403],[0.87512389 0.12487611],0.8751238856928397,0.1248761143071603,/content/drive/MyDrive/MASTERS/Thesis/Data/in_use/resnet/SS/gentrified/1245_rec-0.jpg
